ID,Video Duration,Video Publish Time,Days Since Publish,Day,Month,Year,Day of Week,Revenue per 1000 Views (USD),Monetized Playbacks (Estimate),Playback-Based CPM (USD),CPM (USD),Ad Impressions,Estimated AdSense Revenue (USD),DoubleClick Revenue (USD),YouTube Ads Revenue (USD),Watch Page Ads Revenue (USD),YouTube Premium (USD),Transaction Revenue (USD),Transactions,Revenue from Transactions (USD),Reactions,Chat Messages Count,Reminders Set,Stream Hours,Remix Views,Remix Count,Subscribers from Posts,New Comments,Shares,Like Rate (%),Dislikes,Likes,Unsubscribes,New Subscribers,Returned Items (USD),Unconfirmed Commissions (USD),Approved Commissions (USD),Orders,Total Sales Volume (USD),End Screen Click-Through Rate (%),End Screen Impressions,End Screen Clicks,Teaser Click-Through Rate (%),Teaser Impressions,Teaser Clicks,Card Click-Through Rate (%),Card Impressions,Card Clicks,Views per Playlist Start,Playlist Views,Playlist Watch Time (hours),Clip Watch Time (hours),Clip Views,YouTube Premium Watch Time (hours),YouTube Premium Views,Returning Viewers,New Viewers,Average Views per User,Unique Viewers,Watched (Not Skipped) (%),Feed Impressions,Average View Percentage (%),Average View Duration,Views,Watch Time (hours),Subscribers,Estimated Revenue (USD),Impressions,Video Thumbnail CTR (%)
67,1228,26-03-2017 00:00,2,26,3,2017,Sunday,0.044,754,2.33,2.077,846,0.801,0.166,1.757,0.966,0.038,0,0,0,0,0,0,0,0,0,0,148,47,96.64,31,891,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3427,0,0,9.0974,55,0,0,0,0,0,0,38.67,475,22738,3003.8513,40,1.004,66929,3.21
68,871,28-03-2017 00:00,2,28,3,2017,Tuesday,0.07,758,2.736,2.652,782,0.968,0.173,2.074,1.141,0.003,0,0,0,0,0,0,0,0,0,0,78,4,98.76,7,558,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2439,0,0,0.8337,15,0,0,0,0,0,0,37.08,323,16417,1476.3409,8,1.144,51206,2.12
69,634,30-03-2017 00:00,2,30,3,2017,Thursday,0.04,403,3.223,1.95,666,0.641,0.074,1.299,0.714,0.001,0,0,0,0,0,0,0,0,0,0,60,13,97.21,18,628,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1674,0,0,0.1591,2,0,0,0,0,0,0,43.83,278,17837,1379.0649,5,0.715,43662,0.62
70,759,05-04-2017 00:00,6,5,4,2017,Wednesday,0.001,1,5,2.5,2,0.003,0,0.005,0.003,0,0,0,0,0,0,0,0,0,0,0,25,1,96.28,7,181,0,0,0,0,0,0,0,0,0,0,7.14,14,1,0,2,0,0,3,0.0207,0,0,0.298,7,0,0,0,0,0,0,24.36,185,4446,229.244,0,0.003,44811,0.85
71,526,08-04-2017 00:00,3,8,4,2017,Saturday,0.069,417,2.182,1.827,498,0.392,0.108,0.91,0.501,0,0,0,0,0,0,0,0,0,0,0,32,5,96.28,10,259,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0.1657,0,0,0.2326,5,0,0,0,0,0,0,46.19,243,7296,493.2947,2,0.501,54180,1.64
72,372,10-04-2017 00:00,2,10,4,2017,Monday,0.044,21303,0.601,0.42,30461,5.817,1.22,12.794,7.038,0.009,0,0,0,0,0,0,0,0,0,0,366,376,96.77,100,2996,5,231,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6.8571,2160,20.4517,0,0,3.8227,387,0,0,0,0,0,0,18.3,68,158987,3031.1993,226,7.047,351858,13.22
73,996,12-04-2017 00:00,2,12,4,2017,Wednesday,0.266,1980,3.956,1.358,5768,3.65,0.659,7.833,4.309,0.004,0,0,0,0,0,0,0,0,0,0,57,11,97.23,17,597,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0.5432,0,0,1.2992,20,0,0,0,0,0,0,41.78,416,16205,1873.1421,3,4.313,85135,2.86
74,1345,16-04-2017 00:00,4,16,4,2017,Sunday,0.223,2748,4.785,2.584,5088,6.376,0.856,13.148,7.232,0.037,0,0,0,0,0,0,0,0,0,0,104,29,96.81,30,910,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.3763,0,0,7.6903,51,0,0,0,0,0,0,32.27,434,32667,3941.6238,5,7.27,80586,4.05
75,271,20-04-2017 00:00,4,20,4,2017,Thursday,0.074,1288,1.822,1.44,1630,1.193,0.098,2.347,1.291,0.007,0,0,0,0,0,0,0,0,0,0,60,29,89.84,72,637,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.1312,0,0,2.119,72,0,0,0,0,0,0,39.88,108,17524,530.0187,65,1.298,99038,8.42
76,425,22-04-2017 00:00,2,22,4,2017,Saturday,0.043,397,1.746,1.733,400,0.379,0.002,0.693,0.381,0.001,0,0,0,0,0,0,0,0,0,0,57,5,95.25,16,321,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.2865,0,0,0.1916,10,0,0,0,0,0,0,46.83,199,8977,496.3277,3,0.382,50869,1.45
77,12,30-04-2017 00:00,8,30,4,2017,Sunday,0.008,68,2.515,1.629,105,0.094,0,0.171,0.094,0,0,0,0,0,0,0,0,0,0,0,32,23,96.62,14,400,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0.0183,0,0,0.1001,32,0,0,0,0,0,0,97.92,12,11195,39.5855,1,0.094,55003,4.4
78,636,30-04-2017 00:00,0,30,4,2017,Sunday,0.029,676,2.075,2.085,673,0.764,0.008,1.403,0.772,0.007,0,0,0,0,0,0,0,0,0,0,79,12,96.61,27,769,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1769,0,0,2.4478,49,0,0,0,0,0,0,39.28,250,27076,1881.7506,5,0.779,109540,4.99
79,128,01-05-2017 00:00,1,1,5,2017,Monday,0.05,52,7.385,6.295,61,0.189,0.023,0.384,0.211,0,0,0,0,0,0,0,0,0,0,0,122,9,99.1,4,440,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043,0,0,0.0326,8,0,0,0,0,0,0,48.47,62,4254,73.3199,2,0.212,51568,1.43
80,605,03-05-2017 00:00,2,3,5,2017,Wednesday,0.153,918,2.767,0.99,2566,1.05,0.347,2.54,1.397,0.002,0,0,0,0,0,0,0,0,0,0,55,8,96.03,14,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0422,0,0,0.7282,13,0,0,0,0,0,0,46.76,283,9123,718.0657,0,1.399,60145,2.32
81,559,09-05-2017 00:00,6,9,5,2017,Tuesday,0.028,248,1.556,1.249,309,0.168,0.044,0.386,0.212,0.002,0,0,0,0,0,0,0,0,0,0,51,5,93.12,24,325,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.2414,0,0,0.3923,14,0,0,0,0,0,0,32.56,182,7758,392.9852,2,0.214,55827,1.84
82,561,11-05-2017 00:00,2,11,5,2017,Thursday,0.072,9197,1.287,1.016,11652,5.336,1.177,11.841,6.514,0.023,0,0,0,0,0,0,0,0,0,0,199,66,96.33,106,2782,2,88,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2.4444,22,1.4112,0,0,8.3343,176,0,0,0,0,0,0,38.31,215,90871,5435.3414,86,6.537,259965,8.21
83,423,13-05-2017 00:00,2,13,5,2017,Saturday,0.041,1769,0.952,0.724,2325,0.643,0.283,1.684,0.926,0,0,0,0,0,0,0,0,0,0,0,104,9,95.77,32,725,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0.1523,0,0,0.9404,19,0,0,0,0,0,0,50.64,214,22556,1345.1846,7,0.926,70445,3.56
84,606,17-05-2017 00:00,4,17,5,2017,Wednesday,0.17,2929,3.239,1.531,6197,4.128,1.091,9.488,5.219,0.008,0,0,0,0,0,0,0,0,0,0,98,23,95.89,37,863,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2094,0,0,2.0512,33,0,0,0,0,0,0,41.12,249,30682,2130.6833,2,5.227,83469,4.25
85,97,18-05-2017 00:00,1,18,5,2017,Thursday,0.055,678,1.658,1.238,908,0.472,0.146,1.124,0.618,0.001,0,0,0,0,0,0,0,0,0,0,78,7,90.7,41,400,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0.0623,0,0,0.2442,27,0,0,0,0,0,0,55.86,54,11181,168.2778,8,0.619,59079,2.46
86,847,23-05-2017 00:00,5,23,5,2017,Tuesday,0.232,8522,2.536,0.783,27615,10.301,1.589,21.614,11.89,0.061,0,0,0,0,0,0,0,0,0,0,96,25,97.39,39,1453,2,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,4,0.322,0,0,15.1384,154,0,0,0,0,0,0,41.08,348,51597,4993.2269,10,11.951,157451,8.11
87,436,25-05-2017 00:00,2,25,5,2017,Thursday,0.041,2825,1.503,1.327,3199,1.712,0.623,4.245,2.335,0.013,0,0,0,0,0,0,0,0,0,0,79,32,96.46,57,1551,1,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2.8333,17,0.7624,0,0,4.3288,105,0,0,0,0,0,0,43.08,188,56603,2966.704,15,2.349,105357,10.33
88,353,27-05-2017 00:00,2,27,5,2017,Saturday,0.044,1458,1.062,0.798,1942,0.547,0.305,1.549,0.852,0.002,0,0,0,0,0,0,0,0,0,0,103,27,97.35,22,809,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.006,0,0,0.8706,24,0,0,0,0,0,0,42.2,149,19347,802.8253,21,0.855,77066,4.98
89,696,30-05-2017 00:00,3,30,5,2017,Tuesday,0.17,6433,3.026,1.586,12277,8.211,2.498,19.468,10.709,0.051,0,0,0,0,0,0,0,0,0,0,106,29,97.37,47,1741,1,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,7,0.2897,0,0,11.9432,158,0,0,0,0,0,0,42.39,295,63118,5172.8462,17,10.76,176520,8.29
90,731,01-06-2017 00:00,2,1,6,2017,Thursday,0.045,6685,1.597,1.368,7802,4.693,1.18,10.675,5.873,0.062,0,0,0,0,0,0,0,0,0,0,139,90,97.17,93,3190,9,132,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2.5714,18,0.9097,0,0,28.8444,483,0,0,0,0,0,0,31.48,230,131922,8439.9384,123,5.934,448461,9.45
91,534,03-06-2017 00:00,2,3,6,2017,Saturday,0.076,11401,1.227,0.965,14495,6.593,1.106,13.994,7.698,0.081,0,0,0,0,0,0,0,0,0,0,117,75,97.83,54,2433,2,83,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2.75,11,0.556,0,0,22.3232,349,0,0,0,0,0,0,43.11,230,102077,6539.4296,81,7.779,339920,9.74
92,760,07-06-2017 00:00,4,7,6,2017,Wednesday,0.064,8688,1.872,1.738,9358,7.412,1.536,16.266,8.948,0.148,0,0,0,0,0,0,0,0,0,0,181,140,97.65,83,3446,4,103,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3.75,30,2.1087,0.029,6,40.5514,467,0,0,0,0,0,0,40.01,304,142308,12020.8021,99,9.096,373871,11.13
93,40,09-06-2017 00:00,2,9,6,2017,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,51,97.7,20,850,0,6,0,0,0,0,0,2.94,25711,755,0,0,0,0,0,0,0,4,0.0272,0,0,0.0828,15,0,0,0,0,0,0,87.71,35,10273,102.6232,6,0,62897,2.39
94,390,09-06-2017 00:00,0,9,6,2017,Friday,0.013,463,1.706,1.574,502,0.234,0.201,0.79,0.435,0.004,0,0,0,0,0,0,0,0,0,0,101,25,96.08,49,1201,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0.3255,0,0,1.22,50,0,0,0,0,0,0,40.52,158,33799,1491.4158,8,0.438,92352,5.56
95,641,11-06-2017 00:00,2,11,6,2017,Sunday,0.04,5043,1.463,1.277,5777,2.988,1.069,7.376,4.058,0.065,0,0,0,0,0,0,0,0,0,0,243,91,96.65,100,2883,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0.837,0,0,22.3154,329,0,0,0,0,0,0,39.01,250,103676,7223.1661,54,4.123,328435,9.94
96,728,13-06-2017 00:00,2,13,6,2017,Tuesday,0.048,3092,1.757,1.667,3258,2.154,0.835,5.432,2.988,0.004,0,0,0,0,0,0,0,0,0,0,199,42,95,95,1804,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,27,1.5112,0,0,2.6949,50,0,0,0,0,0,0,34.88,254,62817,4437.5139,52,2.992,133624,6.54
97,788,14-06-2017 00:00,1,14,6,2017,Wednesday,0.057,5285,1.594,1.389,6062,3.684,0.95,8.423,4.634,0.053,0,0,0,0,0,0,0,0,0,0,196,27,97.63,56,2307,2,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,14,0.6986,0,0,16.6712,216,0,0,0,0,0,0,33.9,267,82120,6101.5048,35,4.686,207557,10.18
98,574,17-06-2017 00:00,3,17,6,2017,Saturday,0.044,5526,1.561,1.387,6217,3.494,1.25,8.624,4.744,0.099,0,0,0,0,0,0,0,0,0,0,226,94,97.92,79,3721,2,50,0,0,0,0,0,0,53,0,0,0,0,0,0,0,2.25,18,1.0746,0,0,33.6297,516,0,0,0,0,0,0,41.82,240,110462,7377.6117,48,4.843,368003,10.41
99,321,19-06-2017 00:00,2,19,6,2017,Monday,0.047,4035,1.054,0.802,5301,1.577,0.762,4.251,2.338,0.001,0,0,0,0,0,0,0,0,0,0,220,88,97.26,34,1207,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4403,1399,8.3878,0,0,0.7805,109,0,0,0,0,0,0,19.02,61,49862,855.991,23,2.339,162031,7.96
100,413,21-06-2017 00:00,2,21,6,2017,Wednesday,0.059,7329,1.051,0.787,9787,3.359,0.878,7.701,4.237,0.037,0,0,0,0,0,0,0,0,0,0,141,43,96.35,77,2035,2,15,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,12,0.6595,0,0,13.0347,234,0,0,0,0,0,0,50.83,210,72006,4219.4748,13,4.274,237790,9.36
101,467,23-06-2017 00:00,2,23,6,2017,Friday,0.021,6983,1.356,1.153,8211,3.446,1.762,9.467,5.208,0.301,0,0,0,0,0,0,0,0,0,0,433,738,97.88,195,8986,26,1436,0,0,0,0,0,0.74,271,2,0,0,0,0,0,0,3.0294,103,7.6451,0.1552,42,92.1666,1693,0,0,0,0,0,0,44.55,208,259905,15050.6231,1410,5.509,1331817,10.49
102,708,25-06-2017 00:00,2,25,6,2017,Sunday,0.182,21551,1.904,0.618,66417,16.832,5.738,41.028,22.57,0.074,0,0,0,0,0,0,0,0,0,0,241,65,96.99,98,3156,3,64,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3.2353,55,4.5491,0,0,20.9665,280,0,0,0,0,0,0,37.43,265,124153,9150.947,61,22.644,280860,10.5
103,491,27-06-2017 00:00,2,27,6,2017,Tuesday,0.044,21139,1.66,1.42,24712,13.797,5.506,35.089,19.303,0.149,0,0,0,0,0,0,0,0,0,0,717,586,95.12,510,9931,63,829,0,0,0,0,0,6.02,7887,475,0,0,0,0,0,0,1.1723,2518,95.9089,0.0792,5,57.9941,1571,0,0,0,0,0,0,29.15,143,443920,17687.1527,766,19.452,2246468,5.85
104,679,29-06-2017 00:00,2,29,6,2017,Thursday,0.143,10794,2.723,1.412,20816,10.824,5.343,29.389,16.167,0.011,0,0,0,0,0,0,0,0,0,0,529,236,97.52,111,4367,1,108,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2.9524,62,4.4086,0,0,5.6381,121,0,0,0,0,0,0,39.91,271,113205,8534.1931,107,16.178,192889,8.89
105,642,02-07-2017 00:00,3,2,7,2017,Sunday,0.119,14912,2.439,1.333,27278,14.757,5.253,36.374,20.01,0.129,0,0,0,0,0,0,0,0,0,0,742,428,96.46,269,7334,15,493,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2.4375,117,9.1783,0.0116,1,35.6071,575,0,0,0,0,0,0,37.22,239,169650,11296.7627,478,20.139,551620,9.74
106,840,04-07-2017 00:00,2,4,7,2017,Tuesday,0.075,5451,2.851,1.514,10266,4.729,3.819,15.539,8.548,0.02,0,0,0,0,0,0,0,0,0,0,832,263,96.6,176,5008,2,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4737,47,5.0563,0,0,18.0683,249,0,0,0,0,0,0,36.8,309,114298,9825.5252,108,8.568,227382,9.92
107,685,05-07-2017 00:00,1,5,7,2017,Wednesday,0.061,5306,2.316,1.201,10229,3.282,3.478,12.288,6.76,0.042,0,0,0,0,0,0,0,0,0,0,542,139,97.18,137,4717,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6364,29,2.6154,0,0,14.8378,252,0,0,0,0,0,0,37.98,260,112377,8144.4495,126,6.802,263447,10.05
108,677,05-07-2017 00:00,0,5,7,2017,Wednesday,0.029,22804,1.13,0.302,85363,10.183,3.989,25.777,14.172,0,0,0,0,0,0,0,0,0,0,0,2510,1707,98.1,273,14102,47,1503,0,0,0,0,0,2.78,3023,84,0,0,0,0,0,0,2.0366,4613,102.2505,0,0,51.4346,2073,0,0,0,0,0,0,16.84,114,485866,15503.5266,1456,14.172,3419158,5.88
109,766,06-07-2017 00:00,1,6,7,2017,Thursday,0.021,4899,1.697,1.512,5499,2.532,2.041,8.313,4.573,0.36,0,0,0,0,0,0,0,0,0,0,756,275,98.1,156,8062,6,290,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2.6885,164,17.2127,0,0,118.8502,1272,0,0,0,0,0,0,43.32,332,235880,21798.7995,284,4.933,1003154,9.84
110,950,08-07-2017 00:00,2,8,7,2017,Saturday,0.02,7516,1.736,1.614,8084,3.866,3.311,13.047,7.177,0.295,0,0,0,0,0,0,0,0,0,0,1176,655,95.65,545,11978,82,1724,0,0,0,0,0,1.81,2704,49,0,0,0,0,0,0,1.9446,912,94.1005,0,0,109.4216,1292,0,0,0,0,0,0,32.33,307,375812,32065.434,1642,7.472,2208064,7.18
111,837,10-07-2017 00:00,2,10,7,2017,Monday,0.057,10150,1.963,1.739,11453,8.834,2.126,19.922,10.959,0.379,0,0,0,0,0,0,0,0,0,0,634,180,97.92,132,6225,9,129,0,0,0,0,0,0,26,0,0,0,0,0,0,0,3.0769,40,4.0308,0,0,110.1781,1241,0,0,0,0,0,0,38.1,319,198153,17595.5496,120,11.338,819782,10.35
112,527,12-07-2017 00:00,2,12,7,2017,Wednesday,0.038,4573,1.657,1.563,4847,2.344,1.824,7.577,4.168,0.088,0,0,0,0,0,0,0,0,0,0,484,114,97.27,130,4634,3,56,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1.6,8,0.4091,0,0,28.2605,435,0,0,0,0,0,0,45.39,239,113416,7535.7507,53,4.256,325779,11.49
113,496,14-07-2017 00:00,2,14,7,2017,Friday,0.036,8352,1.23,0.902,11382,3.24,2.409,10.27,5.649,0.12,0,0,0,0,0,0,0,0,0,0,502,148,97.32,148,5382,2,98,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2.5,30,1.1103,0.0211,3,44.1438,713,0,0,0,0,0,0,47.59,236,160525,10524.4035,96,5.769,468462,13.21
114,457,15-07-2017 00:00,1,15,7,2017,Saturday,0.026,14387,0.762,0.481,22776,4.533,1.499,10.966,6.032,0.108,0,0,0,0,0,0,0,0,0,0,635,414,95.14,381,7457,17,388,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.9392,287,17.114,0,0,41.846,761,0,0,0,0,0,0,44.65,204,236116,13384.6405,371,6.14,784521,11.51
115,444,17-07-2017 00:00,2,17,7,2017,Monday,0.082,15342,1.006,0.684,22564,6.887,1.6,15.427,8.487,0.076,0,0,0,0,0,0,0,0,0,0,443,96,96.45,156,4235,9,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3.3333,10,0.5535,0,0,25.703,454,0,0,0,0,0,0,48.69,216,104798,6312.2493,28,8.563,336500,10.45
116,594,19-07-2017 00:00,2,19,7,2017,Wednesday,0.04,22707,0.724,0.499,32960,5.974,3.07,16.44,9.044,0.307,0,0,0,0,0,0,0,0,0,0,659,384,97.59,210,8519,13,251,0,0,0,0,0,2.08,48,1,0,0,0,0,0,0,2.1644,158,11.853,0.2021,10,86.5172,1249,0,0,0,0,0,0,42.23,251,236465,16533.8105,238,9.35,954041,10.98
117,698,21-07-2017 00:00,2,21,7,2017,Friday,0.136,21030,1.863,0.361,108534,15.078,6.475,39.181,21.553,0.209,0,0,0,0,0,0,0,0,0,0,447,171,97.82,125,5616,6,101,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6.75,27,1.8234,0,0,69.7003,780,0,0,0,0,0,0,43.7,305,159550,13557.7139,95,21.762,513151,11.44
118,643,24-07-2017 00:00,3,24,7,2017,Monday,0.137,26345,1.957,0.393,131187,20.509,7.85,51.555,28.359,0,0,0,0,0,0,0,0,0,0,0,544,229,97.6,175,7113,4,262,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3.2759,95,8.27,0,0,77.5576,911,0,0,0,0,0,0,45.86,295,206782,16989.5219,258,28.359,718864,11.32
119,563,25-07-2017 00:00,1,25,7,2017,Tuesday,0.079,24315,0.96,0.676,34548,10.233,2.606,23.338,12.839,0.294,0,0,0,0,0,0,0,0,0,0,592,184,98.24,123,6846,31,233,0,0,0,0,0,0,54,0,0,0,0,0,0,0,2.2857,16,1.0395,0.0137,3,90.975,1198,0,0,0,0,0,0,48.34,272,166343,12597.0694,202,13.133,702251,11.03
120,594,27-07-2017 00:00,2,27,7,2017,Thursday,0.049,10813,1.389,1.158,12967,5.287,2.976,15.02,8.262,0.04,0,0,0,0,0,0,0,0,0,0,453,230,97.13,155,5240,13,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5238,53,3.5391,0,0,38.3686,499,0,0,0,0,0,0,48.63,289,170912,13759.007,267,8.303,586429,10.09
121,665,31-07-2017 00:00,4,31,7,2017,Monday,0.051,12993,1.065,0.881,15716,6.037,1.577,13.839,7.613,0.204,0,0,0,0,0,0,0,0,0,0,564,146,98.08,128,6545,11,247,0,0,0,0,0,4.61,1172,54,0,0,0,0,0,0,4.6667,14,0.9394,0,0,68.5795,744,0,0,0,0,0,0,46.32,308,151912,13036.7588,236,7.817,470214,12.55
122,541,02-08-2017 00:00,2,2,8,2017,Wednesday,0.055,15106,0.816,0.669,18413,5.404,1.377,12.326,6.781,0.055,0,0,0,0,0,0,0,0,0,0,476,151,96.56,201,5643,7,223,0,0,0,0,0,7.02,299,21,0,0,0,0,0,0,3.1667,19,0.8614,0,0,21.3315,373,0,0,0,0,0,0,41.99,227,123705,7834.4839,216,6.836,325556,11.48
123,687,04-08-2017 00:00,2,4,8,2017,Friday,0.047,6009,1.405,1.266,6672,3.158,1.488,8.445,4.646,0,0,0,0,0,0,0,0,0,0,0,348,116,97.79,94,4150,3,146,0,0,0,0,0,1,100,1,0,0,0,0,0,0,2,8,0.4769,0,0,27.7586,327,0,0,0,0,0,0,45.41,312,99720,8666.3196,143,4.646,380876,9.97
124,710,05-08-2017 00:00,1,5,8,2017,Saturday,0.022,2917,1.211,1.03,3429,1.163,0.781,3.533,1.943,0.025,0,0,0,0,0,0,0,0,0,0,301,79,97.58,96,3865,9,132,0,0,0,0,0,5.06,1779,90,0,0,0,0,0,0,5,5,0.1818,0,0,64.2745,677,0,0,0,0,0,0,40.56,288,89296,7163.0262,123,1.968,324691,10.82
125,698,07-08-2017 00:00,2,7,8,2017,Monday,0.082,11303,2.579,1.318,22119,12.677,3.359,29.15,16.036,0.251,0,0,0,0,0,0,0,0,0,0,439,206,96.44,250,6766,21,277,0,0,0,0,0,5.25,1066,56,0,0,0,0,0,0,2.5789,49,3.4127,0,0,92.3797,982,0,0,0,0,0,0,44.72,312,199105,17288.3444,256,16.287,785760,10.95
126,636,08-08-2017 00:00,1,8,8,2017,Tuesday,0.138,25011,1.775,0.378,117412,18.669,5.747,44.383,24.415,0.187,0,0,0,0,0,0,0,0,0,0,395,154,96.83,187,5716,9,200,0,0,0,0,0,6.42,935,60,0,0,0,0,0,0,2.8182,31,2.3327,0,0,69.528,829,0,0,0,0,0,0,46.98,299,178800,14886.2103,191,24.603,553779,12.87
127,1146,11-08-2017 00:00,3,11,8,2017,Friday,0.154,26951,2.21,0.43,138364,26.99,5.774,59.562,32.764,0.194,0,0,0,0,0,0,0,0,0,0,897,175,97.6,211,8580,21,353,0,0,0,0,0,1.77,3952,70,0,0,0,0,0,0,2.4167,29,1.9193,0,0,212.7118,1653,0,0,0,0,0,0,33.6,385,213493,22853.9887,332,32.958,1197611,8.11
128,708,14-08-2017 00:00,3,14,8,2017,Monday,0.127,18184,1.807,0.451,72869,14.43,3.645,32.857,18.075,0.026,0,0,0,0,0,0,0,0,0,0,427,117,96.83,169,5170,10,195,0,0,0,0,0,2.97,1954,58,0,0,0,0,0,0,3,18,1.0963,0,0,63.934,744,0,0,0,0,0,0,40.96,290,142405,11504.4848,185,18.101,449885,11.9
129,781,16-08-2017 00:00,2,16,8,2017,Wednesday,0.123,28825,1.613,0.408,113798,20.681,4.89,46.482,25.571,0.254,0,0,0,0,0,0,0,0,0,0,578,239,97.78,184,8107,16,392,0,0,0,0,0,2.28,2233,51,0,0,0,0,0,0,2.5429,89,6.4609,0,0,88.9909,960,0,0,0,0,0,0,38.42,300,210752,17568.4218,376,25.826,815670,10.63
130,842,19-08-2017 00:00,3,19,8,2017,Saturday,0.143,31787,1.979,0.444,141634,27.595,7.011,62.908,34.607,0,0,0,0,0,0,0,0,0,0,0,606,392,97.08,236,7856,16,309,0,0,0,0,0,2.16,3241,70,0,0,0,0,0,0,2.3542,113,9.2796,0,0,137.3378,1404,0,0,0,0,0,0,38.59,325,242331,21921.5046,293,34.607,1084946,10.29
131,306,20-08-2017 00:00,1,20,8,2017,Sunday,0.04,22653,1.046,0.846,28003,10.105,2.927,23.69,13.032,0.052,0,0,0,0,0,0,0,0,0,0,952,1369,97.98,247,11992,22,1460,0,0,0,0,0,1.96,51,1,0,0,0,0,0,0,5.0035,1436,39.4708,0,0,27.1125,881,0,0,0,0,0,0,40.57,124,326996,11349.3737,1438,13.084,1922384,7.54
132,464,21-08-2017 00:00,1,21,8,2017,Monday,0.058,15490,0.706,0.519,21072,4.419,1.593,10.93,6.012,0.062,0,0,0,0,0,0,0,0,0,0,392,94,96.33,178,4675,10,129,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0.3117,0,0,22.6248,377,0,0,0,0,0,0,49.38,229,103996,6632.7328,119,6.074,325337,9.86
133,638,23-08-2017 00:00,2,23,8,2017,Wednesday,0.166,18020,1.507,0.323,84026,11.6,3.34,27.157,14.939,0.078,0,0,0,0,0,0,0,0,0,0,510,114,95.99,179,4281,8,94,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0.3837,0,0,20.9834,241,0,0,0,0,0,0,44.33,283,90385,7112.777,86,15.017,291895,8.16
134,809,25-08-2017 00:00,2,25,8,2017,Friday,0.147,17715,1.878,0.415,80204,12.423,5.876,33.264,18.299,0.117,0,0,0,0,0,0,0,0,0,0,735,182,97.18,181,6233,18,251,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,12,0.8393,0,0,22.1009,213,0,0,0,0,0,0,42.4,343,125006,11925.7176,233,18.417,413564,7.59
135,527,28-08-2017 00:00,3,28,8,2017,Monday,0.062,16905,0.585,0.411,24037,4.148,1.292,9.889,5.44,0.007,0,0,0,0,0,0,0,0,0,0,401,123,96.06,162,3945,10,137,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2.3333,14,0.463,0,0,4.1467,93,0,0,0,0,0,0,44.43,234,88470,5753.8732,127,5.447,217575,6.87
